Tick PD1 PD2 PD3
4096 000 179 000
4097 000 179 000
4098 000 180 001
4099 000 180 001
4100 000 180 002
4101 000 180 002
4102 000 180 003
4103 000 181 003
4104 000 181 004
4105 002 181 004
4106 004 181 004
4107 008 182 004
4108 013 182 004
4109 019 182 004
4110 027 182 004
4111 036 182 003
4112 046 182 003
4113 058 183 002
4114 071 182 002
4115 087 183 002
4116 103 183 001
4117 120 183 001
4118 136 184 000
4119 149 185 000
4120 159 185 000
4121 168 185 000
4122 174 185 000
4123 179 186 000
4124 182 186 000
4125 185 186 000
4126 187 186 001
4127 188 186 001
4128 190 186 002
4129 191 186 002
4130 192 187 003
4131 193 187 003
4132 193 187 004
4133 193 188 004
4134 194 188 004
4135 193 188 004
4136 193 188 004
4137 193 188 004
4138 193 189 004
4139 193 189 003
4140 193 189 003
4141 192 189 003
4142 192 189 002
4143 192 188 002
4144 191 188 001
4145 191 187 001
4146 191 186 000
4147 190 185 000
4148 189 183 000
4149 189 181 000
4150 188 179 000
4151 188 175 000
4152 187 170 000
4153 187 162 001
4154 186 150 001
4155 186 137 002
4156 185 120 003
4157 185 103 004
4158 184 085 005
4159 184 068 006
4160 184 053 009
4161 184 039 012
4162 184 027 019
4163 183 017 029
4164 183 010 043
4165 183 006 060
4166 183 003 081
4167 183 001 104
4168 183 000 127
4169 183 000 147
4170 183 000 164
4171 183 000 176
4172 183 000 186
4173 183 000 192
4174 183 000 195
4175 183 000 198
4176 182 000 199
4177 182 000 200
4178 182 000 200
4179 182 000 200
4180 182 000 201
4181 182 000 201
4182 182 000 201
4183 181 000 201
4184 181 000 201
4185 181 000 202
4186 181 000 202
4187 181 000 202
4188 181 000 203
4189 181 000 203
4190 181 000 203
4191 181 000 203
4192 181 000 202
4193 181 000 202
4194 181 000 201
4195 181 000 201
4196 181 001 200
4197 181 002 199
4198 181 003 198
4199 181 004 197
4200 181 006 196
4201 181 008 194
4202 181 012 192
4203 181 018 190
4204 181 026 187
4205 181 038 183
4206 181 052 175
4207 182 071 162
4208 182 092 143
4209 182 113 120
4210 181 131 095
4211 182 147 070
4212 182 160 048
4213 182 169 030
4214 182 175 019
4215 182 180 012
4216 182 183 009
4217 182 185 008
4218 182 187 007
4219 182 188 006
4220 182 189 006
4221 183 190 005
4222 183 191 005
4223 183 192 005
4224 183 192 004
4225 183 193 004
4226 183 193 004
4227 183 193 003
4228 183 193 003
4229 183 193 002
4230 184 192 002
4231 184 192 001
4232 184 191 001
4233 185 191 000
4234 185 190 000
4235 185 189 000
4236 186 188 000
4237 186 187 000
4238 186 185 000
4239 186 183 001
4240 186 180 001
4241 186 176 002
4242 186 170 002
4243 186 161 003
4244 186 149 003
4245 186 136 004
4246 186 120 004
4247 186 104 004
4248 186 087 004
4249 186 071 004
4250 187 056 004
4251 187 041 004
4252 187 030 004
4253 187 020 004
4254 187 013 004
4255 187 008 004
4256 187 005 004
4257 187 003 005
4258 186 001 006
4259 186 000 009
4260 185 000 015
4261 184 000 027
4262 183 000 045
4263 182 000 069
4264 181 000 096
4265 179 000 124
4266 176 000 147
4267 172 000 164
4268 166 000 177
4269 159 000 184
4270 150 000 188
4271 138 000 191
4272 125 000 193
4273 112 000 195
4274 098 000 197
4275 085 000 198
4276 072 000 199
4277 060 000 199
4278 048 000 199
4279 037 000 199
4280 028 000 199
4281 021 000 199
4282 015 000 198
4283 011 000 198
4284 007 000 198
4285 005 000 197
4286 003 000 197
4287 002 000 196
4288 001 001 196
4289 000 002 195
4290 000 004 195
4291 000 007 194
4292 000 011 194
4293 000 018 194
4294 000 027 194
4295 000 039 194
4296 000 054 194
4297 000 072 193
4298 000 092 193
4299 000 111 191
4300 000 128 190
4301 000 144 187
4302 000 158 181
4303 000 168 170
4304 000 176 154
4305 000 180 134
4306 000 183 110
4307 000 185 086
4308 000 187 064
4309 000 188 045
4310 000 189 031
4311 000 190 021
4312 000 191 013
4313 001 192 009
4314 003 192 007
4315 006 193 005
4316 011 194 004
4317 018 194 003
4318 027 195 002
4319 037 195 001
4320 049 195 001
4321 063 195 000
4322 078 195 000
4323 093 195 000
4324 108 194 000
4325 123 193 001
4326 137 192 001
4327 150 191 001
4328 160 188 002
4329 168 186 003
4330 175 183 003
4331 180 180 004
4332 184 174 004
4333 187 167 004
4334 188 157 005
4335 189 145 005
4336 191 131 005
4337 192 116 004
4338 193 100 004
4339 194 084 004
4340 194 067 004
4341 195 050 003
4342 196 036 003
4343 196 024 002
4344 196 015 002
4345 196 009 001
4346 196 005 001
4347 196 002 000
4348 196 001 000
4349 196 000 000
4350 196 000 000
4351 196 000 001
4352 195 000 002
4353 195 000 004
4354 195 000 007
4355 195 000 013
4356 194 000 023
4357 194 000 037
4358 194 000 056
4359 193 000 077
4360 193 000 103
4361 193 000 127
4362 192 000 148
4363 192 000 165
4364 192 000 176
4365 192 000 182
4366 192 000 186
4367 191 000 188
4368 191 000 190
4369 191 000 191
4370 191 000 192
4371 191 000 193
4372 191 000 193
4373 191 000 193
4374 191 000 192
4375 190 000 192
4376 190 000 191
4377 190 000 191
4378 190 000 190
4379 190 000 190
4380 189 000 190
4381 189 000 190
4382 189 000 190
4383 189 000 190
4384 189 000 190
4385 189 000 190
4386 189 000 190
4387 189 000 190
4388 189 000 191
4389 189 000 191
4390 189 000 192
4391 189 000 192
4392 189 000 191
4393 189 000 191
4394 189 000 190
4395 189 000 188
4396 189 000 186
4397 190 000 183
4398 190 000 178
4399 190 000 169
4400 189 000 156
4401 189 000 136
4402 189 000 109
4403 189 000 081
4404 189 000 056
4405 189 000 035
4406 189 000 021
4407 189 000 011
4408 188 000 006
4409 188 000 004
4410 188 000 002
4411 188 000 002
4412 189 000 001
4413 189 000 001
4414 189 000 002
4415 189 000 002
4416 189 000 003
4417 189 000 003
4418 189 000 003
4419 190 000 004
4420 189 000 004
4421 189 000 004
4422 189 000 004
4423 189 000 004
4424 188 000 004
4425 188 000 004
4426 187 001 004
4427 187 003 004
4428 185 005 003
4429 185 009 003
4430 183 016 002
4431 181 026 002
4432 178 039 001
4433 174 056 001
4434 168 075 000
4435 161 095 000
4436 152 114 000
4437 141 131 000
4438 127 144 000
4439 113 154 000
4440 098 163 001
4441 082 169 001
4442 068 173 002
4443 054 175 002
4444 042 177 003
4445 032 178 004
4446 023 179 005
4447 017 180 006
4448 011 181 008
4449 008 181 010
4450 006 181 014
4451 004 182 022
4452 003 182 031
4453 002 182 044
4454 001 182 061
4455 000 182 080
4456 000 182 100
4457 000 182 119
4458 000 181 138
4459 000 181 155
4460 000 181 168
4461 000 181 175
4462 000 181 179
4463 000 180 181
4464 000 180 183
4465 000 180 184
4466 000 179 185
4467 000 179 186
4468 000 179 186
4469 000 179 186
4470 000 179 187
4471 000 179 187
4472 000 178 187
4473 000 178 187
4474 000 178 187
4475 000 178 187
4476 001 177 187
4477 001 177 186
4478 002 177 186
4479 002 177 186
4480 003 177 186
4481 004 177 185
4482 006 177 185
4483 009 177 184
4484 013 177 183
4485 018 176 183
4486 024 176 182
4487 032 176 181
4488 043 176 181
4489 057 176 180
4490 072 176 180
4491 087 176 179
4492 102 176 179
4493 116 176 178
4494 131 176 178
4495 143 176 178
4496 154 176 177
4497 163 176 178
4498 170 176 178
4499 176 176 179
4500 180 176 179
4501 183 176 180
4502 184 176 181
4503 186 176 181
4504 187 176 182
4505 188 177 183
4506 189 177 183
4507 190 177 183
4508 190 177 183
4509 190 177 183
4510 190 177 183
4511 190 177 183
4512 190 176 183
4513 190 177 183
4514 189 177 183
4515 189 177 183
4516 188 177 182
4517 186 177 182
4518 185 176 182
4519 183 176 182
4520 180 176 182
4521 176 176 182
4522 170 176 182
4523 162 176 183
4524 152 176 184
4525 140 177 185
4526 127 176 186
4527 112 177 187
4528 096 177 188
4529 081 177 189
4530 067 176 190
4531 054 176 191
4532 043 176 192
4533 033 176 193
4534 025 176 194
4535 019 176 194
4536 014 176 193
4537 011 176 192
4538 008 176 190
4539 007 176 188
4540 005 177 184
4541 004 176 179
4542 003 176 170
4543 002 177 158
4544 002 176 141
4545 001 176 121
4546 000 176 096
4547 000 176 069
4548 000 177 046
4549 000 177 027
4550 000 177 015
4551 000 177 008
4552 000 177 005
4553 000 178 003
4554 000 178 002
4555 000 178 002
4556 000 178 002
4557 000 178 002
4558 000 178 002
4559 000 178 003
4560 000 179 003
4561 000 179 004
4562 000 179 004
4563 000 179 005
4564 000 179 005
4565 000 180 005
4566 000 180 005
4567 000 180 005
4568 000 180 005
4569 000 180 004
4570 000 181 004
4571 000 181 004
4572 000 181 003
4573 000 181 003
4574 000 181 002
4575 000 182 002
4576 000 182 001
4577 000 182 001
4578 000 182 000
4579 000 183 000
4580 000 183 000
4581 000 183 000
4582 000 184 000
4583 000 184 000
4584 000 184 000
4585 000 185 001
4586 000 185 002
4587 000 185 002
4588 000 185 003
4589 000 186 003
4590 000 186 004
4591 000 186 004
4592 000 186 005
4593 000 186 005
4594 000 186 005
4595 000 186 005
4596 000 185 005
4597 000 185 004
4598 000 184 004
4599 000 183 004
4600 000 182 003
4601 000 180 003
4602 000 178 002
4603 000 176 002
4604 000 172 001
4605 000 166 001
4606 000 158 000
4607 000 147 000
4608 000 133 000
4609 000 116 000
4610 000 095 000
4611 000 072 000
4612 000 053 000
4613 000 037 000
4614 000 024 000
4615 000 014 001
4616 000 008 002
4617 000 003 002
4618 000 001 003
4619 000 000 003
4620 000 000 004
4621 000 000 004
4622 000 000 004
4623 000 000 004
4624 000 000 004
4625 000 000 004
4626 000 000 003
4627 000 000 003
4628 000 000 002
4629 000 000 002
4630 000 000 001
4631 000 000 001
4632 000 000 001
4633 000 000 000
4634 000 000 000
4635 000 000 000
4636 000 000 000
4637 000 000 000
4638 000 000 000
4639 000 000 000
4640 000 000 000
4641 000 000 000
4642 000 000 000
4643 000 000 000
4644 000 000 001
4645 000 000 002
4646 000 000 002
4647 000 000 003
4648 000 000 003
4649 000 000 004
4650 000 000 004
4651 001 000 004
4652 003 000 004
4653 006 000 004
4654 011 000 003
4655 018 000 003
4656 026 000 003
4657 036 000 002
4658 047 000 002
4659 060 000 001
4660 075 000 001
4661 089 000 000
4662 103 000 000
4663 116 000 000
4664 128 000 000
4665 139 000 000
4666 149 000 000
4667 157 000 000
4668 164 000 000
4669 170 000 000
4670 174 000 000
4671 177 000 000
4672 180 000 000
4673 181 000 001
4674 183 000 001
4675 184 000 002
4676 185 000 002
4677 186 000 003
4678 187 000 003
4679 188 000 004
4680 188 000 004
4681 189 000 004
4682 189 000 004
4683 189 000 003
4684 189 000 003
4685 189 000 003
4686 189 000 002
4687 189 000 002
4688 188 000 001
4689 188 000 001
4690 188 000 000
4691 188 000 000
4692 188 000 000
4693 188 000 000
4694 187 000 000
4695 187 001 000
4696 187 003 000
4697 187 006 000
4698 187 010 000
4699 187 015 000
4700 186 023 000
4701 186 035 000
4702 186 050 001
4703 186 069 002
4704 186 090 002
4705 186 110 003
4706 185 127 003
4707 185 143 004
4708 185 157 004
4709 184 166 004
4710 184 172 004
4711 184 177 004
4712 183 179 004
4713 183 182 003
4714 183 183 003
4715 183 184 003
4716 182 185 002
4717 182 186 002
4718 182 186 001
4719 182 187 001
4720 182 187 000
4721 182 187 000
4722 181 187 000
4723 181 187 000
4724 181 187 000
4725 181 186 000
4726 181 186 000
4727 181 186 000
4728 181 186 000
4729 181 185 001
4730 181 185 001
4731 181 185 002
4732 181 185 003
4733 181 185 004
4734 181 184 005
4735 181 184 006
4736 181 184 008
4737 181 184 011
4738 181 183 017
4739 181 183 026
4740 181 183 040
4741 181 183 058
4742 181 183 080
4743 181 183 105
4744 181 183 130
4745 182 183 152
4746 182 183 170
4747 182 183 184
4748 182 184 193
4749 182 184 198
4750 182 184 201
4751 182 184 203
4752 182 184 203
4753 182 184 203
4754 182 184 203
4755 182 184 203
4756 182 184 203
4757 182 184 203
4758 182 184 203
4759 182 185 203
4760 182 185 203
4761 182 186 203
4762 182 187 203
4763 182 187 203
4764 182 187 203
4765 183 188 203
4766 183 188 203
4767 183 189 203
4768 183 189 203
4769 183 189 203
4770 183 190 203
4771 184 190 203
4772 184 190 203
4773 184 190 203
4774 185 190 203
4775 185 190 203
4776 185 190 203
4777 186 189 203
4778 186 188 203
4779 186 187 202
4780 186 185 198
4781 187 183 193
4782 187 181 184
4783 187 178 170
4784 188 174 151
4785 188 167 125
4786 188 158 098
4787 188 146 071
4788 188 131 048
4789 189 113 030
4790 189 094 018
4791 189 075 011
4792 190 056 008
4793 190 042 007
4794 191 029 006
4795 191 019 005
4796 191 012 005
4797 191 007 005
4798 191 004 004
4799 192 002 004
4800 192 000 004
4801 192 000 003
4802 192 000 003
4803 192 000 002
4804 192 000 002
4805 192 000 001
4806 192 000 001
4807 191 000 000
4808 190 000 000
4809 189 000 000
4810 188 000 000
4811 187 000 000
4812 185 000 000
4813 183 000 000
4814 180 000 000
4815 176 000 000
4816 171 000 000
4817 163 000 000
4818 153 000 001
4819 142 000 001
4820 129 000 002
4821 114 000 002
4822 099 000 003
4823 084 000 003
4824 071 000 003
4825 058 000 003
4826 046 000 003
4827 036 000 003
4828 027 000 003
4829 020 000 003
4830 014 000 002
4831 009 000 002
4832 006 000 002
4833 004 001 001
4834 002 004 000
4835 001 010 000
4836 000 021 000
4837 000 035 000
4838 000 051 000
4839 000 072 000
4840 000 093 000
4841 000 113 000
4842 000 130 000
4843 000 145 000
4844 000 156 001
4845 000 166 001
4846 000 173 002
4847 000 177 002
4848 000 180 003
4849 000 182 003
4850 000 184 004
4851 000 185 004
4852 000 186 004
4853 000 187 004
4854 000 188 004
4855 000 189 004
4856 000 189 004
4857 000 189 003
4858 000 189 003
4859 000 189 003
4860 000 188 002
4861 002 188 002
4862 004 188 001
4863 008 187 001
4864 014 187 000
4865 022 187 000
4866 031 186 000
4867 043 186 000
4868 056 185 000
4869 070 185 000
4870 086 184 000
4871 102 184 001
4872 118 183 001
4873 132 183 002
4874 145 183 002
4875 156 182 004
4876 165 182 005
4877 173 182 006
4878 179 182 008
4879 183 182 012
4880 186 181 018
4881 188 181 028
4882 190 181 043
4883 192 181 061
4884 193 180 082
4885 195 180 107
4886 196 180 131
4887 197 180 152
4888 197 180 168
4889 197 179 180
4890 198 179 188
4891 198 179 193
4892 199 179 197
4893 199 178 199
4894 198 179 200
4895 198 178 201
4896 198 179 201
4897 198 178 201
4898 197 178 201
4899 197 178 201
4900 197 178 202
4901 197 179 202
4902 197 178 202
4903 196 178 202
4904 196 178 203
4905 196 178 203
4906 196 178 203
4907 196 177 203
4908 195 177 203
4909 196 177 203
4910 196 177 203
4911 195 177 203
4912 196 177 202
4913 196 177 202
4914 196 178 201
4915 196 177 200
4916 196 178 199
4917 196 178 198
4918 196 178 197
4919 196 178 195
4920 196 178 193
4921 196 178 190
4922 196 178 186
4923 196 178 180
4924 196 178 168
4925 195 178 152
4926 195 178 131
4927 195 178 106
4928 194 178 081
4929 193 178 057
4930 193 178 039
4931 192 178 024
4932 191 178 015
4933 190 178 010
4934 189 179 008
4935 188 178 007
4936 186 179 007
4937 184 178 006
4938 182 178 006
4939 178 178 005
4940 174 178 005
4941 168 178 005
4942 161 178 004
4943 152 178 004
4944 142 178 003
4945 130 178 003
4946 116 178 002
4947 101 178 002
4948 084 178 001
4949 068 178 001
4950 053 178 000
4951 040 178 000
4952 030 178 000
4953 021 178 000
4954 014 178 000
4955 009 178 000
4956 005 178 001
4957 003 178 001
4958 001 179 002
4959 000 178 002
4960 000 179 003
4961 000 179 003
4962 000 179 004
4963 000 179 004
4964 000 179 005
4965 000 179 005
4966 000 179 005
4967 000 178 005
4968 000 178 005
4969 000 178 005
4970 000 178 005
4971 000 178 005
4972 000 178 005
4973 000 178 005
4974 000 178 005
4975 000 178 006
4976 000 178 008
4977 000 178 011
4978 000 178 020
4979 000 178 035
4980 000 178 056
4981 000 178 082
4982 000 178 111
4983 000 178 137
4984 000 178 158
4985 000 178 172
4986 000 178 182
4987 000 178 187
4988 000 178 191
4989 000 178 193
4990 000 178 195
4991 000 178 197
4992 000 178 198
4993 000 178 199
4994 000 179 200
4995 000 179 200
4996 000 179 200
4997 000 179 200
4998 000 179 199
4999 000 179 199
5000 000 179 199
5001 000 179 198
5002 000 178 198
5003 000 178 197
5004 000 179 197
5005 000 179 196
5006 000 179 195
5007 000 179 195
5008 000 179 195
5009 000 179 195
5010 000 179 194
5011 000 179 194
5012 000 179 194
5013 000 179 194
5014 000 179 193
5015 000 179 192
5016 000 179 191
5017 000 179 189
5018 000 179 185
5019 000 179 177
5020 000 179 165
5021 000 179 148
5022 000 179 125
5023 000 179 101
5024 000 179 078
5025 000 179 056
5026 002 179 039
5027 004 179 026
5028 007 179 017
5029 011 179 011
5030 017 179 009
5031 024 179 007
5032 033 179 005
5033 045 179 004
5034 058 179 002
5035 074 179 002
5036 089 179 001
5037 105 180 000
5038 121 180 000
5039 135 180 000
5040 148 181 000
5041 158 181 000
5042 167 181 001
5043 173 181 001
5044 178 181 002
5045 181 181 002
5046 184 181 003
5047 186 180 003
5048 188 181 004
5049 189 181 004
5050 191 181 005
5051 192 181 005
5052 193 182 005
5053 194 182 005
5054 194 182 005
5055 195 182 005
5056 195 183 004
5057 195 183 004
5058 196 183 004
5059 195 183 003
5060 195 183 003
5061 195 183 002
5062 195 183 002
5063 195 183 002
5064 195 184 001
5065 194 184 001
5066 194 184 001
5067 193 185 001
5068 193 185 002
5069 193 185 003
5070 193 185 005
5071 192 186 009
5072 192 186 017
5073 192 186 027
5074 192 186 043
5075 192 186 065
5076 192 186 090
5077 192 186 115
5078 192 187 138
5079 192 187 156
5080 193 188 171
5081 193 188 181
5082 193 188 185
5083 193 188 188
5084 193 189 190
5085 193 189 192
5086 193 189 193
5087 193 189 193
5088 193 189 194
5089 194 189 194
5090 194 188 193
5091 193 188 193
5092 193 187 192
5093 193 186 192
5094 193 185 191
5095 193 184 191
5096 192 182 191
5097 192 180 190
5098 191 177 190
5099 190 173 190
5100 190 167 190
5101 188 159 190
5102 187 148 191
5103 186 134 191
5104 184 118 191
5105 182 100 191
5106 178 081 191
5107 174 063 192
5108 167 047 192
5109 159 033 191
5110 150 021 190
5111 138 013 188
5112 125 006 186
5113 110 003 182
5114 096 001 177
5115 082 000 169
5116 068 000 157
5117 055 000 141
5118 043 000 120
5119 033 000 098
5120 025 000 076
5121 018 000 055
5122 012 000 038
5123 008 000 023
5124 005 000 013
5125 003 000 007
5126 001 000 004
5127 000 000 003
5128 000 000 002
5129 000 000 001
5130 000 000 001
5131 000 000 002
5132 000 000 002
5133 000 000 003
5134 000 000 003
5135 000 000 003
5136 000 000 004
5137 000 000 004
5138 000 000 004
5139 000 000 004
5140 000 000 004
5141 000 000 004
5142 000 000 004
5143 000 000 004
5144 000 000 004
5145 000 001 003
5146 000 002 003
5147 000 004 002
5148 000 006 002
5149 000 009 001
5150 000 016 001
5151 000 026 000
5152 001 040 000
5153 003 057 000
5154 007 076 000
5155 012 097 000
5156 018 118 000
5157 027 135 000
5158 037 150 001
5159 049 162 002
5160 063 171 002
5161 077 177 003
5162 092 181 004
5163 108 184 006
5164 122 186 007
5165 136 188 009
5166 147 189 013
5167 157 190 019
5168 165 191 029
5169 172 191 043
5170 176 192 060
5171 180 192 080
5172 182 193 101
5173 184 193 121
5174 186 193 139
5175 187 193 153
5176 188 193 164
5177 189 192 172
5178 190 192 176
5179 191 192 179
5180 191 191 181
5181 192 190 182
5182 192 190 183
5183 192 189 184
5184 192 187 185
5185 192 186 185
5186 193 184 186
5187 193 182 186
5188 193 179 186
5189 192 174 186
5190 192 166 186
5191 192 156 187
5192 192 141 186
5193 192 122 186
5194 192 103 186
5195 192 083 185
5196 191 064 185
5197 191 047 185
5198 191 033 184
5199 191 022 184
5200 191 014 183
5201 191 008 182
5202 191 004 181
5203 191 002 180
5204 191 001 180
5205 191 000 179
5206 191 000 179
5207 191 000 179
5208 191 000 178
5209 191 000 178
5210 192 000 177
5211 192 000 177
5212 192 000 177
5213 192 000 176
5214 193 000 177
5215 193 000 177
5216 193 000 177
5217 193 000 178
5218 193 000 179
5219 193 000 179
5220 193 000 180
5221 193 000 180
5222 193 000 181
5223 192 000 182
5224 192 000 182
5225 191 000 182
5226 191 000 182
5227 190 000 182
5228 188 000 182
5229 187 000 182
5230 185 000 182
5231 183 000 182
5232 180 000 182
5233 175 001 182
5234 169 002 181
5235 161 003 181
5236 152 005 181
5237 141 007 181
5238 129 011 181
5239 115 016 181
5240 102 025 182
5241 088 036 183
5242 075 050 184
5243 062 066 185
5244 050 084 186
5245 040 102 187
5246 031 119 188
5247 023 134 190
5248 017 148 191
5249 012 159 192
5250 008 168 193
5251 005 174 194
5252 003 178 194
5253 002 182 194
5254 001 184 193
5255 000 185 192
5256 000 187 190
5257 000 188 188
5258 000 189 185
5259 000 190 181
5260 000 191 174
5261 000 191 163
5262 000 192 148
5263 000 193 126
5264 000 193 099
5265 000 194 072
5266 000 194 049
5267 000 195 030
5268 000 195 017
5269 000 195 009
5270 000 195 005
5271 000 194 003
5272 000 193 002
5273 000 193 002
5274 000 191 002
5275 000 189 002
5276 000 187 002
5277 000 185 003
5278 000 182 003
5279 000 178 004
5280 000 172 004
5281 000 163 005
5282 000 152 005
5283 002 138 005
5284 006 121 004
5285 010 102 004
5286 016 083 004
5287 024 065 004
5288 034 049 003
5289 045 036 003
5290 058 024 002
5291 072 016 002
5292 086 009 001
5293 101 005 001
5294 116 002 000
5295 129 001 000
5296 141 000 000
5297 152 000 000
5298 160 000 000
5299 167 000 000
5300 173 000 000
5301 179 000 000
5302 182 000 000
5303 185 000 000
5304 187 000 001
5305 189 000 001
5306 190 000 002
5307 191 000 003
5308 192 000 003
5309 193 000 004
5310 193 000 004
5311 193 000 004
5312 193 000 004
5313 193 000 004
5314 193 000 004
5315 193 000 003
5316 193 000 003
5317 192 000 002
5318 192 000 002
5319 192 000 001
5320 191 000 001
5321 191 000 000
5322 191 000 000
5323 190 000 000
5324 190 000 000
5325 189 000 000
5326 189 000 000
5327 188 000 000
5328 188 000 000
5329 187 000 000
5330 187 000 000
5331 186 000 000
5332 186 000 001
5333 186 000 001
5334 185 000 002
5335 185 000 002
5336 185 000 002
5337 184 000 003
5338 184 000 003
5339 184 000 004
5340 183 000 004
5341 183 000 004
5342 183 000 004
5343 183 000 004
5344 183 000 004
5345 183 000 003
5346 183 000 003
5347 182 000 002
5348 182 000 002
5349 182 000 002
5350 182 000 001
5351 182 000 000
5352 182 000 000
5353 181 000 000
5354 181 000 000
5355 181 000 000
5356 181 000 000
5357 181 000 000
5358 181 000 000
5359 181 000 000
5360 181 000 000
5361 181 000 000
5362 180 000 001
5363 180 000 001
5364 180 000 002
5365 180 000 002
5366 180 000 003
5367 180 000 003
5368 180 000 004
5369 180 000 004
5370 180 000 004
5371 180 000 004
5372 180 001 004
5373 180 002 003
5374 180 004 003
5375 180 007 003
5376 180 013 002
5377 180 021 002
5378 180 031 001
5379 180 043 001
5380 180 058 001
5381 181 074 000
5382 181 090 000
5383 181 107 000
5384 181 122 000
5385 181 136 000
5386 181 148 000
5387 181 157 000
5388 181 165 000
5389 181 170 000
5390 182 174 000
5391 182 177 001
5392 182 178 002
5393 182 179 002
5394 182 180 003
5395 182 181 004
5396 182 182 004
5397 182 182 004
5398 182 182 005
5399 182 182 004
5400 183 182 004
5401 183 183 004
5402 183 182 004
5403 183 182 004
5404 183 182 003
5405 183 182 003
5406 183 182 002
5407 184 181 002
5408 184 181 001
5409 184 181 001
5410 185 181 000
5411 185 180 000
5412 185 180 000
5413 185 180 000
5414 186 180 000
5415 186 180 000
5416 186 180 000
5417 186 179 000
5418 186 179 000
5419 186 179 001
5420 186 179 001
5421 186 178 002
5422 186 178 002
5423 186 177 003
5424 186 178 003
5425 186 178 004
5426 186 177 004
5427 186 177 004
5428 186 177 004
5429 187 177 004
5430 187 177 004
5431 187 177 004
5432 187 177 003
5433 186 177 003
5434 186 177 002
5435 186 176 002
5436 185 177 001
5437 185 177 001
5438 184 177 001
5439 183 177 000
5440 182 176 000
5441 181 176 000
5442 179 176 000
5443 176 176 000
5444 173 176 000
5445 168 176 000
5446 161 176 000
5447 152 176 000
5448 140 176 001
5449 127 176 002
5450 111 176 002
5451 095 176 003
5452 080 176 004
5453 065 176 005
5454 051 176 007
5455 040 176 009
5456 030 176 012
5457 022 176 019
5458 016 176 029
5459 011 176 043
5460 007 176 062
5461 005 176 084
5462 003 176 107
5463 002 176 130
5464 001 175 151
5465 000 175 168
5466 000 175 180
5467 000 175 191
5468 000 175 197
5469 000 175 201
5470 000 175 203
5471 000 176 203
5472 000 176 203
5473 000 176 203
5474 000 176 203
5475 000 176 204
5476 000 176 203
5477 000 176 203
5478 000 176 204
5479 000 176 204
5480 000 176 203
5481 000 176 204
5482 000 176 204
5483 000 176 203
5484 000 176 204
5485 000 176 203
5486 000 176 204
5487 000 176 204
5488 000 176 203
5489 000 176 203
5490 002 176 203
5491 004 176 203
5492 008 176 203
5493 013 176 204
5494 020 177 203
5495 029 177 203
5496 040 177 204
5497 052 177 202
5498 066 177 198
5499 081 177 193
5500 097 177 185
5501 113 178 172
5502 129 178 150
5503 143 178 121
5504 154 178 092
5505 163 179 066
5506 171 179 045
5507 177 179 030
5508 182 179 019
5509 185 179 013
5510 187 180 009
5511 189 180 008
5512 190 180 007
5513 191 180 006
5514 192 180 006
5515 193 180 005
5516 194 181 005
5517 194 181 005
5518 195 181 004
5519 195 181 004
5520 196 181 003
5521 196 182 003
5522 196 182 002
5523 196 182 002
5524 196 182 001
5525 196 183 000
5526 196 183 000
5527 196 183 000
5528 195 183 000
5529 195 184 000
5530 195 184 000
5531 195 184 000
5532 194 185 000
5533 194 185 000
5534 193 185 001
5535 193 185 001
5536 193 185 002
5537 192 186 002
5538 192 186 003
5539 192 186 003
5540 191 186 004
5541 191 186 004
5542 191 186 004
5543 191 185 004
5544 191 185 004
5545 191 184 004
5546 191 183 004
5547 190 182 003
5548 190 181 003
5549 190 179 003
5550 190 177 002
5551 190 174 002
5552 190 168 001
5553 189 158 000
5554 189 146 000
5555 189 132 000
5556 188 114 000
5557 189 096 000
5558 189 078 000
5559 189 060 000
5560 188 045 000
5561 188 031 000
5562 188 020 000
5563 189 011 000
5564 189 006 001
5565 189 003 002
5566 189 001 002
5567 189 000 003
5568 189 000 003
5569 189 000 003
5570 189 000 003
5571 189 000 003
5572 189 000 003
5573 189 000 003
5574 189 000 003
5575 189 000 003
5576 189 000 002
5577 189 000 002
5578 188 000 001
5579 188 000 001
5580 188 000 000
5581 188 000 000
5582 188 000 000
5583 188 000 000
5584 188 000 000
5585 188 000 000
5586 188 000 000
5587 188 000 000
5588 188 000 000
5589 188 000 000
5590 189 000 001
5591 189 000 002
5592 189 000 003
5593 189 000 004
5594 189 000 006
5595 189 000 008
5596 189 000 011
5597 189 000 016
5598 189 000 025
5599 189 000 037
5600 188 000 053
5601 188 000 073
5602 187 000 097
5603 186 000 122
5604 186 000 145
5605 185 000 163
5606 184 000 178
5607 182 000 188
5608 179 000 194
5609 175 000 196
5610 169 000 198
5611 161 000 199
5612 152 000 200
5613 140 000 200
5614 127 000 200
5615 112 000 200
5616 096 000 200
5617 080 000 201
5618 065 000 201
5619 052 000 201
5620 040 000 201
5621 030 000 202
5622 022 000 202
5623 016 000 202
5624 011 000 203
5625 007 000 203
5626 005 000 203
5627 004 000 202
5628 003 000 202
5629 002 000 201
5630 001 000 201
5631 001 000 200
5632 000 000 199
5633 000 000 198
5634 000 000 197
5635 000 000 195
5636 000 000 193
5637 000 000 190
5638 000 000 185
5639 000 000 178
5640 000 000 167
5641 000 000 150
5642 000 001 127
5643 000 004 100
5644 000 008 075
5645 000 015 051
5646 000 025 033
5647 000 037 020
5648 000 051 012
